intensidad_promedio,varianza,densidad_superior,simetria_vertical,centro_masa_vertical,simetria_horizontal
58.900510204081634,10245.857448719282,0.4040885270042011,45.81122448979592,13.901035124951276,73.37244897959184
27.184948979591837,5060.655844895356,0.47581288415521045,29.676020408163264,13.655703092009572,34.53316326530612
19.929846938775512,3459.3637009969802,0.439296,26.752551020408163,13.939648,20.477040816326532
42.22066326530612,7771.07758323355,0.49959215733663637,54.32397959183673,14.437569861937705,54.91581632653061
27.457908163265305,4952.454860930342,0.5464765178612905,44.369897959183675,13.723881637013982,35.93112244897959
27.25,5230.014030612245,0.5148380453098671,27.081632653061224,13.740076764650814,26.183673469387756
33.66581632653061,6091.536280456061,0.38880048495870273,40.78061224489796,13.91975448965674,44.88265306122449
44.32397959183673,7904.828710693461,0.4877410071942446,57.88775510204081,14.295309352517986,56.81122448979592
27.081632653061224,5000.3122136609745,0.4849755086661643,21.275510204081634,14.239591183119819,28.127551020408163
49.83673469387755,9048.77181382757,0.5343724406224406,37.826530612244895,13.577114045864047,48.32142857142857
44.26275510204081,8243.920755674719,0.6461587228401822,45.12244897959184,13.514725376059017,49.60204081632653
34.55102040816327,7024.698927530197,0.465076786769049,15.285714285714286,13.940453337271116,13.64795918367347
29.038265306122447,5343.947515358183,0.42866555389616096,38.454081632653065,14.235043485900027,41.78061224489796
37.92474489795919,6601.031326465537,0.5211044966871826,52.451530612244895,13.942387246493794,53.44642857142857
23.918367346938776,4492.842825905873,0.5837244027303754,29.051020408163264,13.631612627986348,31.53061224489796
35.0625,6295.326450892857,0.5208992687984285,49.74234693877551,13.889737713267126,47.43112244897959
39.91709183673469,7115.377054807893,0.46096820578367154,46.00255102040816,13.561431538584438,42.27295918367347
28.59311224489796,5083.902044395565,0.44751750903332294,39.68622448979592,14.443011999821564,41.81887755102041
56.18622448979592,9711.554606153686,0.4275141884222474,35.86734693877551,14.300930760499433,44.21938775510204
24.2640306122449,4856.321869468451,0.4772117962466488,39.50255102040816,13.826998896073174,38.18622448979592
13.25,2593.2257653061224,0.4653446284174047,19.510204081632654,13.922988063149788,16.331632653061224
28.647959183673468,5188.743414202415,0.4190560997328584,33.86224489795919,13.837978628673197,30.255102040816325
28.756377551020407,5335.862841979903,0.5064537591483699,23.67091836734694,13.602883122643602,34.10459183673469
23.8609693877551,4318.532966407227,0.4900839258031753,22.895408163265305,13.693430266745068,31.997448979591837
31.42219387755102,5900.060272737922,0.5365536837832352,35.099489795918366,13.84205398822813,35.98724489795919
37.317602040816325,6867.487139147749,0.412516662679017,38.900510204081634,14.459035444509006,41.20663265306123
38.86479591836735,7151.259781080799,0.547817525434854,45.0969387755102,14.014834263209714,56.56122448979592
48.81505102040816,9116.084416323929,0.38439026939458076,37.558673469387756,14.239789919260014,35.90561224489796
39.2219387755102,7277.823192159517,0.3595447154471545,46.515306122448976,14.231544715447155,59.44387755102041
40.701530612244895,7214.413467044982,0.45390159824506426,15.959183673469388,14.477875274208712,52.3469387755102
50.673469387755105,9445.770928779673,0.4494311316955296,47.326530612244895,13.873464559001208,40.826530612244895
34.06122448979592,6286.302374010829,0.43135859796285203,33.64795918367347,14.3994532654284,41.03061224489796
53.29974489795919,9366.061938710434,0.4493263455141551,21.104591836734695,14.461004618661306,22.558673469387756
17.98469387755102,3208.4257861307788,0.5876595744680851,25.53061224489796,14.257801418439715,29.433673469387756
27.637755102040817,5129.154492919617,0.5390437511537751,39.22959183673469,13.589579102824441,41.62755102040816
56.17857142857143,9278.33801020408,0.5185723367541549,50.8469387755102,13.712719099082735,61.51020408163265
22.710459183673468,4195.351115095273,0.5331648413367032,34.732142857142854,13.850098286998035,34.267857142857146
42.19387755102041,7613.179248229902,0.4606106408706167,35.285714285714285,14.231166868198308,64.10714285714286
29.1109693877551,5557.098655182737,0.45524251851202735,18.619897959183675,13.804977435043597,29.645408163265305
22.929846938775512,4269.825435690857,0.5250597986315848,25.237244897959183,13.79034321633198,34.44642857142857
39.067602040816325,7329.795174862037,0.4074243364132032,39.7219387755102,14.070782591661498,25.808673469387756
